x,y,z
0.1215309,-0.2835118,-0.9512367
0.1215309,-0.2835118,-0.9512367
0.1215309,-0.2835118,-0.9512367
0.1215309,-0.2835118,-0.9512367
0.137596,-0.268171,-0.9534944
0.137596,-0.268171,-0.9534944
0.137596,-0.268171,-0.9534944
0.137596,-0.268171,-0.9534944
0.09460765,-0.1877979,-0.9776407
0.09460765,-0.1877979,-0.9776407
0.09460765,-0.1877979,-0.9776407
0.09460765,-0.1877979,-0.9776407
0.09934084,-0.1222668,-0.9875131
0.09934084,-0.1222668,-0.9875131
0.1390211,-0.05786325,-0.9885974
0.1390211,-0.05786325,-0.9885974
0.1390211,-0.05786325,-0.9885974
0.1390211,-0.05786325,-0.9885974
0.1390211,-0.05786325,-0.9885974
0.1409568,-0.04159794,-0.9891414
0.1409568,-0.04159794,-0.9891414
0.1409568,-0.04159794,-0.9891414
0.1409568,-0.04159794,-0.9891414
0.1409568,-0.04159794,-0.9891414
0.1748182,0.007363155,-0.9845731
0.1748182,0.007363155,-0.9845731
0.1748182,0.007363155,-0.9845731
0.2552908,0.07864431,-0.9636605
0.2552908,0.07864431,-0.9636605
0.2552908,0.07864431,-0.9636605
0.2552908,0.07864431,-0.9636605
0.2840707,0.08217861,-0.9552751
0.2840707,0.08217861,-0.9552751
0.2840707,0.08217861,-0.9552751
0.2840707,0.08217861,-0.9552751
0.2840707,0.08217861,-0.9552751
0.3054665,0.07459413,-0.9492764
0.3054665,0.07459413,-0.9492764
0.3054665,0.07459413,-0.9492764
0.3054665,0.07459413,-0.9492764
0.3028396,0.03608105,-0.9523581
0.3028396,0.03608105,-0.9523581
0.3028396,0.03608105,-0.9523581
0.3028396,0.03608105,-0.9523581
0.3028396,0.03608105,-0.9523581
0.2049673,-0.0249014,-0.978452
0.2049673,-0.0249014,-0.978452
0.2049673,-0.0249014,-0.978452
0.2049673,-0.0249014,-0.978452
0.1425641,-0.06497259,-0.9876507
0.1425641,-0.06497259,-0.9876507
0.1425641,-0.06497259,-0.9876507
0.1425641,-0.06497259,-0.9876507
-0.04197227,-0.1738941,-0.9838694
-0.04197227,-0.1738941,-0.9838694
-0.04197227,-0.1738941,-0.9838694
-0.04197227,-0.1738941,-0.9838694
-0.04197227,-0.1738941,-0.9838694
-0.04197227,-0.1738941,-0.9838694
-0.3230112,-0.2735069,-0.9060118
-0.3230112,-0.2735069,-0.9060118
-0.3230112,-0.2735069,-0.9060118
-0.6932855,-0.3215595,-0.644945
-0.6932855,-0.3215595,-0.644945
-0.6932855,-0.3215595,-0.644945
-0.6932855,-0.3215595,-0.644945
-0.6932855,-0.3215595,-0.644945
-0.8224771,-0.3113905,-0.4759887
-0.8224771,-0.3113905,-0.4759887
-0.8224771,-0.3113905,-0.4759887
-0.8224771,-0.3113905,-0.4759887
-0.8224771,-0.3113905,-0.4759887
-0.9289257,-0.2321719,-0.288429
-0.9289257,-0.2321719,-0.288429
-0.9289257,-0.2321719,-0.288429
-0.9289257,-0.2321719,-0.288429
-0.9289257,-0.2321719,-0.288429
-0.9871259,-0.1423399,-0.07293087
-0.9871259,-0.1423399,-0.07293087
-0.9871259,-0.1423399,-0.07293087
-0.9871259,-0.1423399,-0.07293087
-0.9895438,-0.1082528,-0.09528899
-0.9895438,-0.1082528,-0.09528899
-0.9895438,-0.1082528,-0.09528899
-0.9895438,-0.1082528,-0.09528899
-0.9895438,-0.1082528,-0.09528899
-0.9839293,-0.03861243,-0.1743249
-0.9839293,-0.03861243,-0.1743249
-0.9839293,-0.03861243,-0.1743249
-0.9978346,-0.05510822,-0.03583324
-0.9978346,-0.05510822,-0.03583324
-0.9978346,-0.05510822,-0.03583324
-0.9978346,-0.05510822,-0.03583324
-0.9978346,-0.05510822,-0.03583324
-0.9960932,-0.04544666,0.07569247
-0.9960932,-0.04544666,0.07569247
-0.9960932,-0.04544666,0.07569247
-0.9960932,-0.04544666,0.07569247
-0.9960932,-0.04544666,0.07569247
-0.9960932,-0.04544666,0.07569247
-0.9812102,-0.03494653,0.1897357
-0.9812102,-0.03494653,0.1897357
-0.9812102,-0.03494653,0.1897357
-0.8178474,0.002803028,0.5754242
-0.8178474,0.002803028,0.5754242
-0.8178474,0.002803028,0.5754242
-0.6859146,0.02260268,0.7273261
-0.6859146,0.02260268,0.7273261
-0.6859146,0.02260268,0.7273261
-0.6859146,0.02260268,0.7273261
-0.6859146,0.02260268,0.7273261
-0.6859146,0.02260268,0.7273261
-0.4867967,0.04501104,0.8723519
-0.4867967,0.04501104,0.8723519
-0.4867967,0.04501104,0.8723519
-0.4867967,0.04501104,0.8723519
-0.4867967,0.04501104,0.8723519
-0.114213,-0.0376104,0.9927391
-0.114213,-0.0376104,0.9927391
-0.114213,-0.0376104,0.9927391
-0.114213,-0.0376104,0.9927391
-0.1963445,-0.01380948,0.9804375
-0.1963445,-0.01380948,0.9804375
-0.1963445,-0.01380948,0.9804375
-0.1963445,-0.01380948,0.9804375
-0.1716129,-0.00811737,0.985126
-0.1716129,-0.00811737,0.985126
-0.1716129,-0.00811737,0.985126
-0.1716129,-0.00811737,0.985126
-0.1716129,-0.00811737,0.985126
-0.1347802,-0.005206376,0.9908582
-0.1347802,-0.005206376,0.9908582
-0.1347802,-0.005206376,0.9908582
-0.1347802,-0.005206376,0.9908582
-0.1347802,-0.005206376,0.9908582
-0.1347802,-0.005206376,0.9908582
-0.1371461,0.0003569573,0.99055
-0.1371461,0.0003569573,0.99055
-0.1371461,0.0003569573,0.99055
-0.1371461,0.0003569573,0.99055
-0.1114236,0.001192223,0.9937688
-0.1114236,0.001192223,0.9937688
-0.1114236,0.001192223,0.9937688
-0.1114236,0.001192223,0.9937688
-0.1073866,0.006536242,0.994194
-0.1073866,0.006536242,0.994194
-0.1073866,0.006536242,0.994194
-0.1073866,0.006536242,0.994194
-0.1006891,0.007193036,0.9948901
-0.1006891,0.007193036,0.9948901
-0.1006891,0.007193036,0.9948901
-0.1006891,0.007193036,0.9948901
-0.1006891,0.007193036,0.9948901
-0.1006891,0.007193036,0.9948901
-0.09835467,0.009120982,0.9951068
-0.09835467,0.009120982,0.9951068
-0.09835467,0.009120982,0.9951068
-0.09835467,0.009120982,0.9951068
-0.09835467,0.009120982,0.9951068
-0.08347546,0.01517929,0.9963927
-0.08347546,0.01517929,0.9963927
-0.08347546,0.01517929,0.9963927
-0.06265289,0.02329342,0.9977627
-0.06265289,0.02329342,0.9977627
-0.06265289,0.02329342,0.9977627
-0.06265289,0.02329342,0.9977627
-0.055214,0.02652835,0.9981188
-0.055214,0.02652835,0.9981188
-0.055214,0.02652835,0.9981188
-0.055214,0.02652835,0.9981188
-0.055214,0.02652835,0.9981188
-0.055214,0.02652835,0.9981188
-0.04892221,0.02929348,0.9983709
-0.04892221,0.02929348,0.9983709
-0.04892221,0.02929348,0.9983709
-0.04892221,0.02929348,0.9983709
-0.04892221,0.02929348,0.9983709
-0.03535258,0.03495235,0.9987609
-0.03535258,0.03495235,0.9987609
-0.03535258,0.03495235,0.9987609
-0.03535258,0.03495235,0.9987609
-0.02906304,0.03754194,0.9988703
-0.02906304,0.03754194,0.9988703
-0.02906304,0.03754194,0.9988703
-0.02906304,0.03754194,0.9988703
-0.02648017,0.03870666,0.9988981
-0.02648017,0.03870666,0.9988981
-0.02648017,0.03870666,0.9988981
-0.02648017,0.03870666,0.9988981
-0.02648017,0.03870666,0.9988981
-0.02420016,0.03975572,0.9989142
-0.02420016,0.03975572,0.9989142
-0.02420016,0.03975572,0.9989142
-0.02420016,0.03975572,0.9989142
-0.02420016,0.03975572,0.9989142
-0.02037149,0.04146646,0.9989302
-0.02037149,0.04146646,0.9989302
-0.02037149,0.04146646,0.9989302
-0.02037149,0.04146646,0.9989302
-0.004028203,0.03869224,0.9992389
-0.004028203,0.03869224,0.9992389
-0.004028203,0.03869224,0.9992389
-0.004028203,0.03869224,0.9992389
0.03696383,0.02387681,0.9990292
0.03696383,0.02387681,0.9990292
0.03696383,0.02387681,0.9990292
0.03696383,0.02387681,0.9990292
0.03696383,0.02387681,0.9990292
0.05418446,0.01574153,0.9984041
0.05418446,0.01574153,0.9984041
0.05418446,0.01574153,0.9984041
0.05418446,0.01574153,0.9984041
0.05418446,0.01574153,0.9984041
0.05418446,0.01574153,0.9984041
0.01437938,0.03442284,0.9993006
0.01437938,0.03442284,0.9993006
0.01437938,0.03442284,0.9993006
0.01437938,0.03442284,0.9993006
0.01071025,0.0397797,0.9991486
0.01071025,0.0397797,0.9991486
0.01071025,0.0397797,0.9991486
-0.01408122,0.04885217,0.9987028
-0.01408122,0.04885217,0.9987028
-0.01408122,0.04885217,0.9987028
-0.01408122,0.04885217,0.9987028
-0.05018342,0.06375412,0.9966991
-0.05018342,0.06375412,0.9966991
-0.05018342,0.06375412,0.9966991
-0.05018342,0.06375412,0.9966991
-0.05018342,0.06375412,0.9966991
-0.05018342,0.06375412,0.9966991
-0.09454551,0.06836234,0.9931682
-0.09454551,0.06836234,0.9931682
-0.09454551,0.06836234,0.9931682
-0.09454551,0.06836234,0.9931682
-0.3629716,0.07146835,0.9290519
-0.3629716,0.07146835,0.9290519
-0.3629716,0.07146835,0.9290519
-0.3629716,0.07146835,0.9290519
-0.472616,0.07669896,0.8779226
-0.472616,0.07669896,0.8779226
-0.472616,0.07669896,0.8779226
-0.472616,0.07669896,0.8779226
-0.472616,0.07669896,0.8779226
-0.5840271,0.08239768,0.8075362
-0.5840271,0.08239768,0.8075362
-0.5840271,0.08239768,0.8075362
-0.5840271,0.08239768,0.8075362
-0.5840271,0.08239768,0.8075362
-0.794016,0.1043752,0.5988648
-0.794016,0.1043752,0.5988648
-0.794016,0.1043752,0.5988648
-0.794016,0.1043752,0.5988648
-0.794016,0.1043752,0.5988648
-0.932162,0.1422567,0.3329123
-0.932162,0.1422567,0.3329123
-0.932162,0.1422567,0.3329123
-0.9688153,0.1645956,0.1852067
-0.9688153,0.1645956,0.1852067
-0.9688153,0.1645956,0.1852067
-0.9688153,0.1645956,0.1852067
-0.958204,0.2213165,-0.1812794
-0.958204,0.2213165,-0.1812794
-0.958204,0.2213165,-0.1812794
-0.958204,0.2213165,-0.1812794
-0.958204,0.2213165,-0.1812794
-0.8738735,0.2541859,-0.4144069
-0.8738735,0.2541859,-0.4144069
-0.8738735,0.2541859,-0.4144069
-0.8738735,0.2541859,-0.4144069
-0.8738735,0.2541859,-0.4144069
-0.6460059,0.2877138,-0.7070333
-0.6460059,0.2877138,-0.7070333
-0.6460059,0.2877138,-0.7070333
-0.6460059,0.2877138,-0.7070333
-0.5575745,0.2593324,-0.7885792
-0.5575745,0.2593324,-0.7885792
-0.5575745,0.2593324,-0.7885792
-0.5575745,0.2593324,-0.7885792
-0.5575745,0.2593324,-0.7885792
-0.5086316,0.1816451,-0.8416047
-0.5086316,0.1816451,-0.8416047
-0.5086316,0.1816451,-0.8416047
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.4460514,0.07856627,-0.8915521
-0.3563565,-0.03446048,-0.9337143
-0.3563565,-0.03446048,-0.9337143
-0.3563565,-0.03446048,-0.9337143
-0.3563565,-0.03446048,-0.9337143
-0.3563565,-0.03446048,-0.9337143
-0.336485,-0.06009368,-0.9397693
-0.336485,-0.06009368,-0.9397693
-0.336485,-0.06009368,-0.9397693
-0.2783457,-0.09920243,-0.955344
-0.2783457,-0.09920243,-0.955344
-0.2783457,-0.09920243,-0.955344
-0.2783457,-0.09920243,-0.955344
-0.1675792,-0.1355166,-0.9765
-0.1675792,-0.1355166,-0.9765
-0.1675792,-0.1355166,-0.9765
-0.1675792,-0.1355166,-0.9765
-0.1675792,-0.1355166,-0.9765
-0.1419639,-0.1227765,-0.9822282
-0.1419639,-0.1227765,-0.9822282
-0.1419639,-0.1227765,-0.9822282
-0.1419639,-0.1227765,-0.9822282
