x,y,z
0.1325989,-0.3198683,-0.9381373
0.1325989,-0.3198683,-0.9381373
0.1325989,-0.3198683,-0.9381373
0.1325989,-0.3198683,-0.9381373
0.1047904,-0.2844953,-0.952933
0.1047904,-0.2844953,-0.952933
0.1047904,-0.2844953,-0.952933
0.1047904,-0.2844953,-0.952933
0.03972239,-0.1873859,-0.9814829
0.03972239,-0.1873859,-0.9814829
0.03972239,-0.1873859,-0.9814829
0.03972239,-0.1873859,-0.9814829
0.03972239,-0.1873859,-0.9814829
0.002915613,-0.2041674,-0.9789317
0.002915613,-0.2041674,-0.9789317
0.002915613,-0.2041674,-0.9789317
0.002915613,-0.2041674,-0.9789317
0.002915613,-0.2041674,-0.9789317
-0.04861791,-0.2160744,-0.9751657
-0.04861791,-0.2160744,-0.9751657
-0.04861791,-0.2160744,-0.9751657
-0.1631151,-0.2389472,-0.9572343
-0.1631151,-0.2389472,-0.9572343
-0.1631151,-0.2389472,-0.9572343
-0.1631151,-0.2389472,-0.9572343
-0.1830844,-0.2592584,-0.9482958
-0.1830844,-0.2592584,-0.9482958
-0.1830844,-0.2592584,-0.9482958
-0.1830844,-0.2592584,-0.9482958
-0.1830844,-0.2592584,-0.9482958
-0.1917091,-0.2802076,-0.9406015
-0.1917091,-0.2802076,-0.9406015
-0.1917091,-0.2802076,-0.9406015
-0.1917091,-0.2802076,-0.9406015
-0.1917091,-0.2802076,-0.9406015
-0.2204747,-0.3263622,-0.9191726
-0.2204747,-0.3263622,-0.9191726
-0.2204747,-0.3263622,-0.9191726
-0.2204747,-0.3263622,-0.9191726
-0.2062119,-0.3256063,-0.9227443
-0.2062119,-0.3256063,-0.9227443
-0.2062119,-0.3256063,-0.9227443
-0.2062119,-0.3256063,-0.9227443
-0.09193894,-0.2687832,-0.9588026
-0.09193894,-0.2687832,-0.9588026
-0.09193894,-0.2687832,-0.9588026
-0.09193894,-0.2687832,-0.9588026
-0.09193894,-0.2687832,-0.9588026
0.05009242,-0.2164491,-0.9750079
0.05009242,-0.2164491,-0.9750079
0.05009242,-0.2164491,-0.9750079
0.05009242,-0.2164491,-0.9750079
