x,y,z
0.2385015,-0.4241582,-0.8736169
0.2385015,-0.4241582,-0.8736169
0.2385015,-0.4241582,-0.8736169
0.2385015,-0.4241582,-0.8736169
0.2385015,-0.4241582,-0.8736169
0.1903869,-0.4022596,-0.8955109
0.1903869,-0.4022596,-0.8955109
0.1903869,-0.4022596,-0.8955109
0.1903869,-0.4022596,-0.8955109
0.1903869,-0.4022596,-0.8955109
0.1512472,-0.3548774,-0.9225975
0.1512472,-0.3548774,-0.9225975
0.1512472,-0.3548774,-0.9225975
0.1344245,-0.3069123,-0.9421968
0.1344245,-0.3069123,-0.9421968
0.1344245,-0.3069123,-0.9421968
0.1344245,-0.3069123,-0.9421968
0.1095593,-0.2959503,-0.9488993
0.1095593,-0.2959503,-0.9488993
0.1095593,-0.2959503,-0.9488993
0.1095593,-0.2959503,-0.9488993
0.08714981,-0.28315,-0.9551077
0.08714981,-0.28315,-0.9551077
0.08714981,-0.28315,-0.9551077
0.08714981,-0.28315,-0.9551077
0.06966038,-0.251534,-0.9653382
0.06966038,-0.251534,-0.9653382
0.06966038,-0.251534,-0.9653382
0.06966038,-0.251534,-0.9653382
0.06966038,-0.251534,-0.9653382
0.0627764,-0.2522649,-0.9656197
0.0627764,-0.2522649,-0.9656197
0.0627764,-0.2522649,-0.9656197
0.0627764,-0.2522649,-0.9656197
0.03343171,-0.2816079,-0.9589469
0.03343171,-0.2816079,-0.9589469
0.03343171,-0.2816079,-0.9589469
0.02126744,-0.2959934,-0.9549532
0.02126744,-0.2959934,-0.9549532
0.02544517,-0.2898663,-0.9567288
0.02544517,-0.2898663,-0.9567288
0.02544517,-0.2898663,-0.9567288
0.02544517,-0.2898663,-0.9567288
0.04655867,-0.2625879,-0.963784
0.04655867,-0.2625879,-0.963784
0.04655867,-0.2625879,-0.963784
0.04655867,-0.2625879,-0.963784
0.05571391,-0.2557736,-0.9651299
0.04402515,-0.2621567,-0.9640205
0.04402515,-0.2621567,-0.9640205
0.04402515,-0.2621567,-0.9640205
-0.05820896,-0.2787713,-0.9585917
-0.05820896,-0.2787713,-0.9585917
-0.05820896,-0.2787713,-0.9585917
-0.05820896,-0.2787713,-0.9585917
-0.1882922,-0.3204755,-0.9283541
-0.1882922,-0.3204755,-0.9283541
-0.1882922,-0.3204755,-0.9283541
-0.1882922,-0.3204755,-0.9283541
-0.3001567,-0.3669403,-0.8804886
-0.3001567,-0.3669403,-0.8804886
-0.3724521,-0.4111027,-0.8320296
-0.3724521,-0.4111027,-0.8320296
-0.3724521,-0.4111027,-0.8320296
-0.3724521,-0.4111027,-0.8320296
